Health_Factors_pctile_within_state,Length_of_Life_pctile_within_state,pct_Smokers,pct_Physically_Inactive,pct_Excessive_Drinking,Preventable_Hospitalization_rate,pct_Some_College,pct_Frequent_Mental_Distress,pct_Diabetic,Median_Household_Income,pct_Rural,NSSATS_COMPSAT_3,NMHSS_TREATFAMTHRPY,NMHSS_TREATTRAUMATHRPY,NMHSS_FOCUS_Mental health treatment,NMHSS_FOCUS_Mix of mental health and substance abuse treatment,NMHSS_LANGPROV_BOTH staff and on-call interpreter,NMHSS_HLTHREC_-6,NMHSS_FACNUM_11 to 30 facilities,NMHSS_IPSEXPERF_3,NMHSS_IPAGEPER017_1,NMHSS_IPETHPERHISP_2,NMHSS_IPETHPERNONHISP_4,NMHSS_IPRACETOTASIAN_41 to 50,NMHSS_IPRACEPERWHIT_1,NMHSS_IPRACEPERWHIT_6,NMHSS_IPRACEPERUNK_2,NMHSS_IPRACEPERUNK_3,NMHSS_OPAGETOT017_51 to 75,NMHSS_OPAGETOT017_None,NMHSS_OPAGEPER017_0,NMHSS_OPETHPERHISP_3,NMHSS_OPETHTOTUNK_1 to 10,NMHSS_OPRACEPERBLK_1,NMHSS_OPRACETOTWHIT_More than 250,NMHSS_OPRACEPERWHIT_7,NMHSS_OPLEGALTOTNONFOREN_11,NMHSS_PERCENTVA_7,NSDUH_PRUD_PYR_AVEG,NSDUH_SMI_PYR_AVEG,NSDUH_AMI_PYR_AVEG,TEDSA_AGE_8,TEDSA_DETNLF_3,TEDSA_ARRESTS_-9,TEDSA_ARRESTS_0,TEDSA_METHUSE_-9,TEDSA_SUB1_7,TEDSA_SUB2_7,TEDSA_FRSTUSE2_10,TEDSA_FRSTUSE2_11,TEDSA_FRSTUSE2_12,TEDSA_FRSTUSE2_7,TEDSA_FRSTUSE2_8,TEDSA_FRSTUSE2_9,TEDSA_SUB3_7,TEDSA_FRSTUSE3_-9,TEDSA_FRSTUSE3_10,TEDSA_FRSTUSE3_11,TEDSA_FRSTUSE3_12,TEDSA_FRSTUSE3_5,TEDSA_FRSTUSE3_6,TEDSA_FRSTUSE3_7,TEDSA_FRSTUSE3_8,TEDSA_FRSTUSE3_9,TEDSA_OPSYNFLG_0,TEDSA_OPSYNFLG_1,TEDSA_OTCFLG_0,TEDSA_OTCFLG_1,TEDSA_DSMCRIT_-9,TEDSA_DSMCRIT_12,TEDSA_DSMCRIT_14,TEDSA_DSMCRIT_15,TEDSA_DSMCRIT_17,TEDSA_DSMCRIT_18,TEDSA_DSMCRIT_2,TEDSA_DSMCRIT_5,TEDSA_PSYPROB_1,TEDSD_AGE_8,TEDSD_DETNLF_1,TEDSD_PREG_1,TEDSD_CBSA_14540,TEDSD_CBSA_17300,TEDSD_CBSA_21060,TEDSD_CBSA_21780,TEDSD_CBSA_26580,TEDSD_CBSA_30460,TEDSD_CBSA_30940,TEDSD_CBSA_31140,TEDSD_CBSA_36980,TEDSD_DIVISION_6,TEDSD_SUB2_7,TEDSD_SUB3_7,TEDSD_DSMCRIT_14,TEDSD_PSYPROB_1,RetailDrug_AMOBARBITAL (SCHEDULE 2),RetailDrug_AMPHETAMINE,RetailDrug_FENTANYL BASE,RetailDrug_LISDEXAMFETAMINE,RetailDrug_METHYLPHENIDATE (DL;D;L;ISOMERS),RetailDrug_TAPENTADOL,Drug_Overdose_Mortality_Rate,STATE,County
100,100,15.8,17,24.9,40.71,79.11135361,10.1,8.3,69992,0,0,0.707317073,0.707317073,0.731707317,0.243902439,0.512195122,0.048780488,0,0,0,0.048780488,0.024390244,0,0,0.024390244,0.024390244,0,0.024390244,0.414634146,0.414634146,0.024390244,0.097560976,0.048780488,0.024390244,0.024390244,0,0,0.005561084,0.043025685,0.194265088,0.098463572,0.212952255,0.000991244,0.948950933,0,0.018338014,0.015859904,0.008921196,0.008590781,0.004625805,0.040145382,0.0247811,0.01552949,0.008921196,0.795638526,0.005121427,0.003964976,0.002312903,0.016851148,0.018998844,0.011564513,0.007269123,0.005451842,0.956880886,0.043119114,0.995704609,0.004295391,0.150834297,0.017511978,0.000165207,0.002973732,0.001486866,0.000165207,0.001652073,0.187675533,0.562200562,0.092690005,0.001088337,0.006167241,0,0,0,0,0,0,0,0,0,0,0.009432251,0.006348631,0,0.520769091,2.28,44966.87,397.69,19313.74,32847.31,5745.35,14.19233975,DC,District of Columbia
15,20,18.2,19.2,20.3,57,75.30106257,12.7,8.4,44325,21.19343727,0.136871508,0.663265306,0.706122449,0.687755102,0.279591837,0.451020408,0.042857143,0,0.020408163,0.014285714,0.020408163,0.006122449,0,0,0.040816327,0.006122449,0,0.026530612,0.308163265,0.310204082,0.044897959,0.071428571,0.087755102,0.059183673,0.146938776,0,0,0.007223058,0.039900562,0.182395313,0.111912038,0.07470768,9.97E-05,0.96538666,3.32E-05,0.198545044,0.064343609,0.005580654,0.003919745,0.002889981,0.027836832,0.012855434,0.010795908,0.023750997,0.833709806,0.001993091,0.001361945,0.001029763,0.01913367,0.016509434,0.011393835,0.004949508,0.003554345,0.739303747,0.260696253,0.998040128,0.001959872,0.00966649,0.017971034,0.000132873,0,0,0,0.032055541,0.241927983,0.247541855,0.104536353,0.003638837,0.007364167,0.00032107,0.000755964,0.000104428,1.54E-05,0.000475431,0.000378787,9.26E-06,0.00062308,0.000116911,0.012274425,0.042079652,0.015324786,0.001374331,0.328933273,28.72,1095274.86,26916.61,554090.31,833042.67,465683.28,8.538610282,FL,Alachua
69,87,19.2,35.8,21.1,88.03,37.65684478,12,9.2,47121,59.49105661,0.136871508,0.663265306,0.706122449,0.687755102,0.279591837,0.451020408,0.042857143,0,0.020408163,0.014285714,0.020408163,0.006122449,0,0,0.040816327,0.006122449,0,0.026530612,0.308163265,0.310204082,0.044897959,0.071428571,0.087755102,0.059183673,0.146938776,0,0,0.007223058,0.039900562,0.182395313,0.111912038,0.07470768,9.97E-05,0.96538666,3.32E-05,0.198545044,0.064343609,0.005580654,0.003919745,0.002889981,0.027836832,0.012855434,0.010795908,0.023750997,0.833709806,0.001993091,0.001361945,0.001029763,0.01913367,0.016509434,0.011393835,0.004949508,0.003554345,0.739303747,0.260696253,0.998040128,0.001959872,0.00966649,0.017971034,0.000132873,0,0,0,0.032055541,0.241927983,0.247541855,0.104536353,0.003638837,0.007364167,0.00032107,0.000755964,0.000104428,1.54E-05,0.000475431,0.000378787,9.26E-06,0.00062308,0.000116911,0.012274425,0.042079652,0.015324786,0.001374331,0.328933273,28.72,1095274.86,26916.61,554090.31,833042.67,465683.28,19.70637501,FL,Baker
47,69,17.4,27.4,20.5,69.47,59.73027617,11.5,9.3,44800,11.99985786,0.136871508,0.663265306,0.706122449,0.687755102,0.279591837,0.451020408,0.042857143,0,0.020408163,0.014285714,0.020408163,0.006122449,0,0,0.040816327,0.006122449,0,0.026530612,0.308163265,0.310204082,0.044897959,0.071428571,0.087755102,0.059183673,0.146938776,0,0,0.007223058,0.039900562,0.182395313,0.111912038,0.07470768,9.97E-05,0.96538666,3.32E-05,0.198545044,0.064343609,0.005580654,0.003919745,0.002889981,0.027836832,0.012855434,0.010795908,0.023750997,0.833709806,0.001993091,0.001361945,0.001029763,0.01913367,0.016509434,0.011393835,0.004949508,0.003554345,0.739303747,0.260696253,0.998040128,0.001959872,0.00966649,0.017971034,0.000132873,0,0,0,0.032055541,0.241927983,0.247541855,0.104536353,0.003638837,0.007364167,0.00032107,0.000755964,0.000104428,1.54E-05,0.000475431,0.000378787,9.26E-06,0.00062308,0.000116911,0.012274425,0.042079652,0.015324786,0.001374331,0.328933273,28.72,1095274.86,26916.61,554090.31,833042.67,465683.28,13.12098883,FL,Bay
68,89,18.9,33.4,19.8,89.25,39.56806283,12.1,10.6,39980,75.52945302,0.136871508,0.663265306,0.706122449,0.687755102,0.279591837,0.451020408,0.042857143,0,0.020408163,0.014285714,0.020408163,0.006122449,0,0,0.040816327,0.006122449,0,0.026530612,0.308163265,0.310204082,0.044897959,0.071428571,0.087755102,0.059183673,0.146938776,0,0,0.007223058,0.039900562,0.182395313,0.111912038,0.07470768,9.97E-05,0.96538666,3.32E-05,0.198545044,0.064343609,0.005580654,0.003919745,0.002889981,0.027836832,0.012855434,0.010795908,0.023750997,0.833709806,0.001993091,0.001361945,0.001029763,0.01913367,0.016509434,0.011393835,0.004949508,0.003554345,0.739303747,0.260696253,0.998040128,0.001959872,0.00966649,0.017971034,0.000132873,0,0,0,0.032055541,0.241927983,0.247541855,0.104536353,0.003638837,0.007364167,0.00032107,0.000755964,0.000104428,1.54E-05,0.000475431,0.000378787,9.26E-06,0.00062308,0.000116911,0.012274425,0.042079652,0.015324786,0.001374331,0.328933273,28.72,1095274.86,26916.61,554090.31,833042.67,465683.28,26.05426732,FL,Bradford
29,54,16.7,24.6,19.6,53.12,64.6317095,11.3,10.8,47973,5.074386797,0.136871508,0.663265306,0.706122449,0.687755102,0.279591837,0.451020408,0.042857143,0,0.020408163,0.014285714,0.020408163,0.006122449,0,0,0.040816327,0.006122449,0,0.026530612,0.308163265,0.310204082,0.044897959,0.071428571,0.087755102,0.059183673,0.146938776,0,0,0.007223058,0.039900562,0.182395313,0.111912038,0.07470768,9.97E-05,0.96538666,3.32E-05,0.198545044,0.064343609,0.005580654,0.003919745,0.002889981,0.027836832,0.012855434,0.010795908,0.023750997,0.833709806,0.001993091,0.001361945,0.001029763,0.01913367,0.016509434,0.011393835,0.004949508,0.003554345,0.739303747,0.260696253,0.998040128,0.001959872,0.00966649,0.017971034,0.000132873,0,0,0,0.032055541,0.241927983,0.247541855,0.104536353,0.003638837,0.007364167,0.00032107,0.000755964,0.000104428,1.54E-05,0.000475431,0.000378787,9.26E-06,0.00062308,0.000116911,0.012274425,0.042079652,0.015324786,0.001374331,0.328933273,28.72,1095274.86,26916.61,554090.31,833042.67,465683.28,20.06024115,FL,Brevard
18,8,14.5,23.9,18.2,52.83,66.57056932,11.8,11.1,51485,0.016932999,0.136871508,0.663265306,0.706122449,0.687755102,0.279591837,0.451020408,0.042857143,0,0.020408163,0.014285714,0.020408163,0.006122449,0,0,0.040816327,0.006122449,0,0.026530612,0.308163265,0.310204082,0.044897959,0.071428571,0.087755102,0.059183673,0.146938776,0,0,0.007223058,0.039900562,0.182395313,0.111912038,0.07470768,9.97E-05,0.96538666,3.32E-05,0.198545044,0.064343609,0.005580654,0.003919745,0.002889981,0.027836832,0.012855434,0.010795908,0.023750997,0.833709806,0.001993091,0.001361945,0.001029763,0.01913367,0.016509434,0.011393835,0.004949508,0.003554345,0.739303747,0.260696253,0.998040128,0.001959872,0.00966649,0.017971034,0.000132873,0,0,0,0.032055541,0.241927983,0.247541855,0.107359318,0.005061131,0.014025652,9.82E-05,0.000231285,3.19E-05,4.72E-06,0.000145457,0.000115889,2.83E-06,0.00019063,3.58E-05,0.003755327,0.045907348,0.015383993,0.001130197,0.210671935,28.72,1095274.86,26916.61,554090.31,833042.67,465683.28,11.82282207,FL,Broward
84,32,21.7,33.9,18.7,100.95,35.24650478,13.8,11.6,35256,67.51452992,0.136871508,0.663265306,0.706122449,0.687755102,0.279591837,0.451020408,0.042857143,0,0.020408163,0.014285714,0.020408163,0.006122449,0,0,0.040816327,0.006122449,0,0.026530612,0.308163265,0.310204082,0.044897959,0.071428571,0.087755102,0.059183673,0.146938776,0,0,0.007223058,0.039900562,0.182395313,0.111912038,0.07470768,9.97E-05,0.96538666,3.32E-05,0.198545044,0.064343609,0.005580654,0.003919745,0.002889981,0.027836832,0.012855434,0.010795908,0.023750997,0.833709806,0.001993091,0.001361945,0.001029763,0.01913367,0.016509434,0.011393835,0.004949508,0.003554345,0.739303747,0.260696253,0.998040128,0.001959872,0.00966649,0.017971034,0.000132873,0,0,0,0.032055541,0.241927983,0.247541855,0.104536353,0.003638837,0.007364167,0.00032107,0.000755964,0.000104428,1.54E-05,0.000475431,0.000378787,9.26E-06,0.00062308,0.000116911,0.012274425,0.042079652,0.015324786,0.001374331,0.328933273,28.72,1095274.86,26916.61,554090.31,833042.67,465683.28,15.01147691,FL,Calhoun
11,41,14.4,24,17.3,52.9,55.40669476,11.4,12.4,43242,8.884346598,0.136871508,0.663265306,0.706122449,0.687755102,0.279591837,0.451020408,0.042857143,0,0.020408163,0.014285714,0.020408163,0.006122449,0,0,0.040816327,0.006122449,0,0.026530612,0.308163265,0.310204082,0.044897959,0.071428571,0.087755102,0.059183673,0.146938776,0,0,0.007223058,0.039900562,0.182395313,0.111912038,0.07470768,9.97E-05,0.96538666,3.32E-05,0.198545044,0.064343609,0.005580654,0.003919745,0.002889981,0.027836832,0.012855434,0.010795908,0.023750997,0.833709806,0.001993091,0.001361945,0.001029763,0.01913367,0.016509434,0.011393835,0.004949508,0.003554345,0.739303747,0.260696253,0.998040128,0.001959872,0.00966649,0.017971034,0.000132873,0,0,0,0.032055541,0.241927983,0.247541855,0.104536353,0.003638837,0.007364167,0.00032107,0.000755964,0.000104428,1.54E-05,0.000475431,0.000378787,9.26E-06,0.00062308,0.000116911,0.012274425,0.042079652,0.015324786,0.001374331,0.328933273,28.72,1095274.86,26916.61,554090.31,833042.67,465683.28,5.649045009,FL,Charlotte
50,93,16,28.1,16.7,48.91,48.90950226,12.1,13.2,36383,34.51881956,0.136871508,0.663265306,0.706122449,0.687755102,0.279591837,0.451020408,0.042857143,0,0.020408163,0.014285714,0.020408163,0.006122449,0,0,0.040816327,0.006122449,0,0.026530612,0.308163265,0.310204082,0.044897959,0.071428571,0.087755102,0.059183673,0.146938776,0,0,0.007223058,0.039900562,0.182395313,0.111912038,0.07470768,9.97E-05,0.96538666,3.32E-05,0.198545044,0.064343609,0.005580654,0.003919745,0.002889981,0.027836832,0.012855434,0.010795908,0.023750997,0.833709806,0.001993091,0.001361945,0.001029763,0.01913367,0.016509434,0.011393835,0.004949508,0.003554345,0.739303747,0.260696253,0.998040128,0.001959872,0.00966649,0.017971034,0.000132873,0,0,0,0.032055541,0.241927983,0.247541855,0.104536353,0.003638837,0.007364167,0.00032107,0.000755964,0.000104428,1.54E-05,0.000475431,0.000378787,9.26E-06,0.00062308,0.000116911,0.012274425,0.042079652,0.015324786,0.001374331,0.328933273,28.72,1095274.86,26916.61,554090.31,833042.67,465683.28,22.48760789,FL,Citrus
17,27,16.2,25.1,21.1,54.76,65.37807986,10.9,9,58539,14.96869515,0.136871508,0.663265306,0.706122449,0.687755102,0.279591837,0.451020408,0.042857143,0,0.020408163,0.014285714,0.020408163,0.006122449,0,0,0.040816327,0.006122449,0,0.026530612,0.308163265,0.310204082,0.044897959,0.071428571,0.087755102,0.059183673,0.146938776,0,0,0.007223058,0.039900562,0.182395313,0.111912038,0.07470768,9.97E-05,0.96538666,3.32E-05,0.198545044,0.064343609,0.005580654,0.003919745,0.002889981,0.027836832,0.012855434,0.010795908,0.023750997,0.833709806,0.001993091,0.001361945,0.001029763,0.01913367,0.016509434,0.011393835,0.004949508,0.003554345,0.739303747,0.260696253,0.998040128,0.001959872,0.00966649,0.017971034,0.000132873,0,0,0,0.032055541,0.241927983,0.247541855,0.104536353,0.003638837,0.007364167,0.00032107,0.000755964,0.000104428,1.54E-05,0.000475431,0.000378787,9.26E-06,0.00062308,0.000116911,0.012274425,0.042079652,0.015324786,0.001374331,0.328933273,28.72,1095274.86,26916.61,554090.31,833042.67,465683.28,17.27226853,FL,Clay
8,5,14.2,17.8,18.1,37.86,49.50220836,11.6,11.8,58403,8.485941777,0.136871508,0.663265306,0.706122449,0.687755102,0.279591837,0.451020408,0.042857143,0,0.020408163,0.014285714,0.020408163,0.006122449,0,0,0.040816327,0.006122449,0,0.026530612,0.308163265,0.310204082,0.044897959,0.071428571,0.087755102,0.059183673,0.146938776,0,0,0.007223058,0.039900562,0.182395313,0.111912038,0.07470768,9.97E-05,0.96538666,3.32E-05,0.198545044,0.064343609,0.005580654,0.003919745,0.002889981,0.027836832,0.012855434,0.010795908,0.023750997,0.833709806,0.001993091,0.001361945,0.001029763,0.01913367,0.016509434,0.011393835,0.004949508,0.003554345,0.739303747,0.260696253,0.998040128,0.001959872,0.00966649,0.017971034,0.000132873,0,0,0,0.032055541,0.241927983,0.247541855,0.104536353,0.003638837,0.007364167,0.00032107,0.000755964,0.000104428,1.54E-05,0.000475431,0.000378787,9.26E-06,0.00062308,0.000116911,0.012274425,0.042079652,0.015324786,0.001374331,0.328933273,28.72,1095274.86,26916.61,554090.31,833042.67,465683.28,11.95087212,FL,Collier
75,86,19.4,32.3,18.9,89.36,47.94369645,12.4,10.8,38484,62.05742548,0.136871508,0.663265306,0.706122449,0.687755102,0.279591837,0.451020408,0.042857143,0,0.020408163,0.014285714,0.020408163,0.006122449,0,0,0.040816327,0.006122449,0,0.026530612,0.308163265,0.310204082,0.044897959,0.071428571,0.087755102,0.059183673,0.146938776,0,0,0.007223058,0.039900562,0.182395313,0.111912038,0.07470768,9.97E-05,0.96538666,3.32E-05,0.198545044,0.064343609,0.005580654,0.003919745,0.002889981,0.027836832,0.012855434,0.010795908,0.023750997,0.833709806,0.001993091,0.001361945,0.001029763,0.01913367,0.016509434,0.011393835,0.004949508,0.003554345,0.739303747,0.260696253,0.998040128,0.001959872,0.00966649,0.017971034,0.000132873,0,0,0,0.032055541,0.241927983,0.247541855,0.104536353,0.003638837,0.007364167,0.00032107,0.000755964,0.000104428,1.54E-05,0.000475431,0.000378787,9.26E-06,0.00062308,0.000116911,0.012274425,0.042079652,0.015324786,0.001374331,0.328933273,28.72,1095274.86,26916.61,554090.31,833042.67,465683.28,21.14414406,FL,Columbia
92,17,21.4,31,17.7,74.21,22.79225271,14.5,13.3,36945,46.24232689,0.136871508,0.663265306,0.706122449,0.687755102,0.279591837,0.451020408,0.042857143,0,0.020408163,0.014285714,0.020408163,0.006122449,0,0,0.040816327,0.006122449,0,0.026530612,0.308163265,0.310204082,0.044897959,0.071428571,0.087755102,0.059183673,0.146938776,0,0,0.007223058,0.039900562,0.182395313,0.111912038,0.07470768,9.97E-05,0.96538666,3.32E-05,0.198545044,0.064343609,0.005580654,0.003919745,0.002889981,0.027836832,0.012855434,0.010795908,0.023750997,0.833709806,0.001993091,0.001361945,0.001029763,0.01913367,0.016509434,0.011393835,0.004949508,0.003554345,0.739303747,0.260696253,0.998040128,0.001959872,0.00966649,0.017971034,0.000132873,0,0,0,0.032055541,0.241927983,0.247541855,0.104536353,0.003638837,0.007364167,0.00032107,0.000755964,0.000104428,1.54E-05,0.000475431,0.000378787,9.26E-06,0.00062308,0.000116911,0.012274425,0.042079652,0.015324786,0.001374331,0.328933273,28.72,1095274.86,26916.61,554090.31,833042.67,465683.28,10.55246976,FL,DeSoto
90,99,19.8,31.6,18.3,85.67,39.00115473,12.9,11.7,32121,77.02472293,0.136871508,0.663265306,0.706122449,0.687755102,0.279591837,0.451020408,0.042857143,0,0.020408163,0.014285714,0.020408163,0.006122449,0,0,0.040816327,0.006122449,0,0.026530612,0.308163265,0.310204082,0.044897959,0.071428571,0.087755102,0.059183673,0.146938776,0,0,0.007223058,0.039900562,0.182395313,0.111912038,0.07470768,9.97E-05,0.96538666,3.32E-05,0.198545044,0.064343609,0.005580654,0.003919745,0.002889981,0.027836832,0.012855434,0.010795908,0.023750997,0.833709806,0.001993091,0.001361945,0.001029763,0.01913367,0.016509434,0.011393835,0.004949508,0.003554345,0.739303747,0.260696253,0.998040128,0.001959872,0.00966649,0.017971034,0.000132873,0,0,0,0.032055541,0.241927983,0.247541855,0.104536353,0.003638837,0.007364167,0.00032107,0.000755964,0.000104428,1.54E-05,0.000475431,0.000378787,9.26E-06,0.00062308,0.000116911,0.012274425,0.042079652,0.015324786,0.001374331,0.328933273,28.72,1095274.86,26916.61,554090.31,833042.67,465683.28,27.09857628,FL,Dixie
53,72,18.2,23.7,19.4,62.42,64.18270477,12.3,10.2,46013,2.911498005,0.136871508,0.663265306,0.706122449,0.687755102,0.279591837,0.451020408,0.042857143,0,0.020408163,0.014285714,0.020408163,0.006122449,0,0,0.040816327,0.006122449,0,0.026530612,0.308163265,0.310204082,0.044897959,0.071428571,0.087755102,0.059183673,0.146938776,0,0,0.007223058,0.039900562,0.182395313,0.111912038,0.07470768,9.97E-05,0.96538666,3.32E-05,0.198545044,0.064343609,0.005580654,0.003919745,0.002889981,0.027836832,0.012855434,0.010795908,0.023750997,0.833709806,0.001993091,0.001361945,0.001029763,0.01913367,0.016509434,0.011393835,0.004949508,0.003554345,0.739303747,0.260696253,0.998040128,0.001959872,0.00966649,0.017971034,0.000132873,0,0,0,0.032055541,0.241927983,0.247541855,0.107359318,0.005061131,0.014025652,9.82E-05,0.000231285,3.19E-05,4.72E-06,0.000145457,0.000115889,2.83E-06,0.00019063,3.58E-05,0.003755327,0.045907348,0.015383993,0.001130197,0.210671935,28.72,1095274.86,26916.61,554090.31,833042.67,465683.28,17.1600977,FL,Duval
48,83,17.9,25.9,19.4,53.94,64.49387126,11.8,10.2,46139,8.302225328,0.136871508,0.663265306,0.706122449,0.687755102,0.279591837,0.451020408,0.042857143,0,0.020408163,0.014285714,0.020408163,0.006122449,0,0,0.040816327,0.006122449,0,0.026530612,0.308163265,0.310204082,0.044897959,0.071428571,0.087755102,0.059183673,0.146938776,0,0,0.007223058,0.039900562,0.182395313,0.111912038,0.07470768,9.97E-05,0.96538666,3.32E-05,0.198545044,0.064343609,0.005580654,0.003919745,0.002889981,0.027836832,0.012855434,0.010795908,0.023750997,0.833709806,0.001993091,0.001361945,0.001029763,0.01913367,0.016509434,0.011393835,0.004949508,0.003554345,0.739303747,0.260696253,0.998040128,0.001959872,0.00966649,0.017971034,0.000132873,0,0,0,0.032055541,0.241927983,0.247541855,0.104536353,0.003638837,0.007364167,0.00032107,0.000755964,0.000104428,1.54E-05,0.000475431,0.000378787,9.26E-06,0.00062308,0.000116911,0.012274425,0.042079652,0.015324786,0.001374331,0.328933273,28.72,1095274.86,26916.61,554090.31,833042.67,465683.28,10.77034044,FL,Escambia
24,38,14.7,23,16.8,44.22,59.35762817,11.8,12.5,51556,10.32122555,0.136871508,0.663265306,0.706122449,0.687755102,0.279591837,0.451020408,0.042857143,0,0.020408163,0.014285714,0.020408163,0.006122449,0,0,0.040816327,0.006122449,0,0.026530612,0.308163265,0.310204082,0.044897959,0.071428571,0.087755102,0.059183673,0.146938776,0,0,0.007223058,0.039900562,0.182395313,0.111912038,0.07470768,9.97E-05,0.96538666,3.32E-05,0.198545044,0.064343609,0.005580654,0.003919745,0.002889981,0.027836832,0.012855434,0.010795908,0.023750997,0.833709806,0.001993091,0.001361945,0.001029763,0.01913367,0.016509434,0.011393835,0.004949508,0.003554345,0.739303747,0.260696253,0.998040128,0.001959872,0.00966649,0.017971034,0.000132873,0,0,0,0.032055541,0.241927983,0.247541855,0.104536353,0.003638837,0.007364167,0.00032107,0.000755964,0.000104428,1.54E-05,0.000475431,0.000378787,9.26E-06,0.00062308,0.000116911,0.012274425,0.042079652,0.015324786,0.001374331,0.328933273,28.72,1095274.86,26916.61,554090.31,833042.67,465683.28,12.63621339,FL,Flagler
89,63,19.2,27.1,20.2,71.46,37.17437941,12.1,10.7,36788,68.04052299,0.136871508,0.663265306,0.706122449,0.687755102,0.279591837,0.451020408,0.042857143,0,0.020408163,0.014285714,0.020408163,0.006122449,0,0,0.040816327,0.006122449,0,0.026530612,0.308163265,0.310204082,0.044897959,0.071428571,0.087755102,0.059183673,0.146938776,0,0,0.007223058,0.039900562,0.182395313,0.111912038,0.07470768,9.97E-05,0.96538666,3.32E-05,0.198545044,0.064343609,0.005580654,0.003919745,0.002889981,0.027836832,0.012855434,0.010795908,0.023750997,0.833709806,0.001993091,0.001361945,0.001029763,0.01913367,0.016509434,0.011393835,0.004949508,0.003554345,0.739303747,0.260696253,0.998040128,0.001959872,0.00966649,0.017971034,0.000132873,0,0,0,0.032055541,0.241927983,0.247541855,0.104536353,0.003638837,0.007364167,0.00032107,0.000755964,0.000104428,1.54E-05,0.000475431,0.000378787,9.26E-06,0.00062308,0.000116911,0.012274425,0.042079652,0.015324786,0.001374331,0.328933273,28.72,1095274.86,26916.61,554090.31,833042.67,465683.28,15.01147691,FL,Franklin
98,98,21.9,32.3,15.7,49.88,36.84077293,14.4,14.8,35849,65.37972364,0.136871508,0.663265306,0.706122449,0.687755102,0.279591837,0.451020408,0.042857143,0,0.020408163,0.014285714,0.020408163,0.006122449,0,0,0.040816327,0.006122449,0,0.026530612,0.308163265,0.310204082,0.044897959,0.071428571,0.087755102,0.059183673,0.146938776,0,0,0.007223058,0.039900562,0.182395313,0.111912038,0.07470768,9.97E-05,0.96538666,3.32E-05,0.198545044,0.064343609,0.005580654,0.003919745,0.002889981,0.027836832,0.012855434,0.010795908,0.023750997,0.833709806,0.001993091,0.001361945,0.001029763,0.01913367,0.016509434,0.011393835,0.004949508,0.003554345,0.739303747,0.260696253,0.998040128,0.001959872,0.00966649,0.017971034,0.000132873,0,0,0,0.032055541,0.241927983,0.247541855,0.104536353,0.003638837,0.007364167,0.00032107,0.000755964,0.000104428,1.54E-05,0.000475431,0.000378787,9.26E-06,0.00062308,0.000116911,0.012274425,0.042079652,0.015324786,0.001374331,0.328933273,28.72,1095274.86,26916.61,554090.31,833042.67,465683.28,15.01147691,FL,Gadsden
59,59,19.1,31,19.9,66.31,49.72451791,12.7,10.3,40788,83.91876734,0.136871508,0.663265306,0.706122449,0.687755102,0.279591837,0.451020408,0.042857143,0,0.020408163,0.014285714,0.020408163,0.006122449,0,0,0.040816327,0.006122449,0,0.026530612,0.308163265,0.310204082,0.044897959,0.071428571,0.087755102,0.059183673,0.146938776,0,0,0.007223058,0.039900562,0.182395313,0.111912038,0.07470768,9.97E-05,0.96538666,3.32E-05,0.198545044,0.064343609,0.005580654,0.003919745,0.002889981,0.027836832,0.012855434,0.010795908,0.023750997,0.833709806,0.001993091,0.001361945,0.001029763,0.01913367,0.016509434,0.011393835,0.004949508,0.003554345,0.739303747,0.260696253,0.998040128,0.001959872,0.00966649,0.017971034,0.000132873,0,0,0,0.032055541,0.241927983,0.247541855,0.104536353,0.003638837,0.007364167,0.00032107,0.000755964,0.000104428,1.54E-05,0.000475431,0.000378787,9.26E-06,0.00062308,0.000116911,0.012274425,0.042079652,0.015324786,0.001374331,0.328933273,28.72,1095274.86,26916.61,554090.31,833042.67,465683.28,15.01147691,FL,Gilchrist
71,57,18.4,33.9,17.2,96.94,29.47269303,12.9,13,38783,70.63800062,0.136871508,0.663265306,0.706122449,0.687755102,0.279591837,0.451020408,0.042857143,0,0.020408163,0.014285714,0.020408163,0.006122449,0,0,0.040816327,0.006122449,0,0.026530612,0.308163265,0.310204082,0.044897959,0.071428571,0.087755102,0.059183673,0.146938776,0,0,0.007223058,0.039900562,0.182395313,0.111912038,0.07470768,9.97E-05,0.96538666,3.32E-05,0.198545044,0.064343609,0.005580654,0.003919745,0.002889981,0.027836832,0.012855434,0.010795908,0.023750997,0.833709806,0.001993091,0.001361945,0.001029763,0.01913367,0.016509434,0.011393835,0.004949508,0.003554345,0.739303747,0.260696253,0.998040128,0.001959872,0.00966649,0.017971034,0.000132873,0,0,0,0.032055541,0.241927983,0.247541855,0.104536353,0.003638837,0.007364167,0.00032107,0.000755964,0.000104428,1.54E-05,0.000475431,0.000378787,9.26E-06,0.00062308,0.000116911,0.012274425,0.042079652,0.015324786,0.001374331,0.328933273,28.72,1095274.86,26916.61,554090.31,833042.67,465683.28,15.01147691,FL,Glades
