state,state_name,county,Gaussian_Mixture_label,Affinity_Propagation_label,Agglomerative_Clustering_label,KMeans_label
TX,Texas,Gray,1,62,2,2
TX,Texas,Fisher,1,59,2,2
TX,Texas,Reeves,0,60,0,1
TX,Texas,Cooke,0,102,2,1
TX,Texas,Upshur,0,82,2,2
TX,Texas,Jeff Davis,1,71,1,0
TX,Texas,Tarrant,1,99,2,2
TX,Texas,McMullen,1,84,2,2
TX,Texas,San Patricio,0,100,2,1
TX,Texas,Medina,0,30,2,2
TX,Texas,Calhoun,0,105,2,2
TX,Texas,Orange,2,21,0,1
TX,Texas,DeWitt,0,88,2,2
TX,Texas,Montague,0,74,2,2
TX,Texas,Gaines,0,101,2,2
TX,Texas,Hardin,1,54,1,0
TX,Texas,Rusk,1,50,2,0
TX,Texas,Jack,0,70,1,0
TX,Texas,Mills,0,14,2,1
TX,Texas,Burleson,0,75,2,2
TX,Texas,Rains,1,44,1,0
TX,Texas,Victoria,2,55,0,1
TX,Texas,Hemphill,1,1,1,0
UT,Utah,Utah,0,58,0,1
VA,Virginia,Isle of Wight,1,5,2,2
VA,Virginia,Mathews,0,102,2,1
VA,Virginia,Roanoke,0,34,0,1
VA,Virginia,Culpeper,1,24,2,2
VA,Virginia,Rockingham,1,15,1,0
VA,Virginia,Bland,2,109,0,1
VA,Virginia,Manassas City,1,29,1,0
VA,Virginia,Warren,0,18,2,2
VA,Virginia,Louisa,2,103,0,1
VA,Virginia,Manassas Park City,1,85,1,0
VA,Virginia,Spotsylvania,2,113,0,1
VA,Virginia,Prince George,2,30,2,2
VT,Vermont,Chittenden,0,23,2,2
VT,Vermont,Washington,0,18,2,2
VT,Vermont,Addison,0,87,2,2
WI,Wisconsin,Outagamie,2,112,0,1
WI,Wisconsin,Calumet,0,72,2,1
WY,Wyoming,Weston,0,117,2,2
WY,Wyoming,Johnson,1,86,1,0
AK,Alaska,Prince of Wales-Outer Ketchikan,0,40,2,2
AR,Arkansas,Saline,1,7,2,0
AZ,Arizona,Pinal,2,110,0,2
AZ,Arizona,Yavapai,0,117,2,2
CA,California,Santa Barbara,0,53,2,2
CA,California,Los Angeles,1,66,1,0
CA,California,San Luis Obispo,1,99,2,2
CA,California,San Benito,1,6,2,2
CA,California,Sonoma,2,104,0,1
CA,California,San Diego,1,70,2,2
CA,California,Lassen,2,35,0,1
CA,California,Mono,2,89,0,1
CA,California,Solano,1,44,1,0
CO,Colorado,Otero,1,1,1,0
CO,Colorado,Crowley,1,19,1,0
CO,Colorado,Costilla,2,113,0,1
CO,Colorado,Pueblo,2,26,0,1
CO,Colorado,Conejos,0,67,2,2
FL,Florida,Clay,1,45,1,0
FL,Florida,Wakulla,2,113,0,1
FL,Florida,Monroe,2,101,2,2
FL,Florida,Sumter,1,71,1,0
GA,Georgia,Henry,2,58,2,1
GA,Georgia,Jones,1,111,2,2
GA,Georgia,Barrow,2,112,0,1
GA,Georgia,Camden,0,12,0,1
GA,Georgia,Jackson,1,67,2,2
GA,Georgia,Walton,2,35,0,1
GA,Georgia,Oglethorpe,0,81,2,2
ID,Idaho,Elmore,0,114,2,2
ID,Idaho,Cassia,2,87,2,2
ID,Idaho,Boundary,0,120,2,2
ID,Idaho,Nez Perce,1,66,1,0
ID,Idaho,Bannock,2,109,0,1
ID,Idaho,Payette,1,6,2,2
ID,Idaho,Butte,0,67,2,2
ID,Idaho,Gem,1,93,1,0
IL,Illinois,Edwards,0,40,2,2
IL,Illinois,Kankakee,2,98,0,1
IL,Illinois,Bond,0,61,2,2
IL,Illinois,Jefferson,2,103,0,1
IL,Illinois,Stephenson,1,111,1,2
IL,Illinois,Williamson,0,105,2,2
IL,Illinois,Wayne,2,91,2,1
IL,Illinois,Mason,0,87,2,2
IL,Illinois,Richland,2,9,2,2
IL,Illinois,Pike,2,120,2,2
IL,Illinois,Warren,1,54,1,0
IL,Illinois,Clay,2,119,0,1
IL,Illinois,Peoria,0,102,0,1
IL,Illinois,Fayette,0,105,2,2
IL,Illinois,Greene,1,15,1,0
IL,Illinois,DeKalb,0,52,2,2
IN,Indiana,Warren,0,27,2,2
IN,Indiana,Jasper,0,26,0,1
IN,Indiana,Dubois,2,4,2,2
IN,Indiana,Whitley,2,31,0,1
IN,Indiana,Johnson,1,40,1,2
IN,Indiana,Ripley,2,55,0,1
IN,Indiana,Posey,1,43,1,0
KS,Kansas,Wyandotte,2,76,0,1
KY,Kentucky,Boone,2,78,2,2
KY,Kentucky,Spencer,0,90,2,2
LA,Louisiana,Ascension,2,119,0,1
LA,Louisiana,St. Tammany,2,106,0,1
MA,Massachusetts,Worcester,0,105,2,2
MA,Massachusetts,Nantucket,0,46,2,2
MA,Massachusetts,Barnstable,0,27,2,2
MD,Maryland,Caroline,1,102,2,2
MD,Maryland,Cecil,1,49,1,0
MI,Michigan,Allegan,1,107,2,2
MI,Michigan,Sanilac,1,44,1,0
MI,Michigan,Lenawee,2,106,0,1
MI,Michigan,Monroe,0,105,2,2
MI,Michigan,Shiawassee,1,59,2,2
MI,Michigan,Charlevoix,2,113,0,1
MI,Michigan,Gratiot,0,107,2,2
MI,Michigan,Huron,2,73,0,1
MI,Michigan,Benzie,1,7,1,0
MI,Michigan,Dickinson,1,53,2,2
MI,Michigan,Otsego,0,0,2,2
MO,Missouri,Cass,0,101,2,2
MO,Missouri,Ste. Genevieve,0,84,2,2
MO,Missouri,Cole,1,86,2,0
MO,Missouri,Perry,0,117,2,2
MO,Missouri,Franklin,1,17,2,2
MO,Missouri,Warren,2,106,0,1
MO,Missouri,Moniteau,1,62,1,0
MO,Missouri,Christian,1,108,1,0
MO,Missouri,Clinton,0,5,2,2
MO,Missouri,Atchison,1,108,1,0
MO,Missouri,Lafayette,0,34,2,2
MS,Mississippi,Jackson,2,119,0,1
MS,Mississippi,Lamar,1,53,2,2
MT,Montana,Hill,2,106,0,1
MT,Montana,Sanders,2,77,0,1
MT,Montana,Rosebud,2,79,0,1
MT,Montana,Meagher,0,53,2,2
MT,Montana,Pondera,0,50,2,0
NC,North Carolina,Catawba,0,11,2,2
NC,North Carolina,Iredell,0,117,2,2
NC,North Carolina,Davie,2,76,0,1
NC,North Carolina,Craven,0,23,2,1
NC,North Carolina,Cabarrus,2,31,2,2
NC,North Carolina,Lincoln,2,12,0,1
NC,North Carolina,Chatham,2,109,0,1
NC,North Carolina,Carteret,1,92,1,0
NC,North Carolina,Henderson,2,89,2,1
NC,North Carolina,Buncombe,1,71,1,0
NH,New Hampshire,Cheshire,2,110,0,1
NH,New Hampshire,Strafford,0,94,1,2
NJ,New Jersey,Gloucester,0,102,0,1
NJ,New Jersey,Essex,2,48,0,1
NJ,New Jersey,Passaic,1,29,1,0
NM,New Mexico,Catron,1,39,1,0
NM,New Mexico,Colfax,1,1,1,0
NM,New Mexico,Curry,2,55,0,1
NM,New Mexico,Harding,1,111,2,2
NV,Nevada,Eureka,2,103,0,1
NV,Nevada,Elko,2,2,2,2
NV,Nevada,Clark,0,61,1,0
NV,Nevada,White Pine,0,34,2,1
NY,New York,Chemung,1,3,1,0
NY,New York,Clinton,2,119,0,1
NY,New York,Oneida,0,81,2,2
NY,New York,Delaware,0,4,2,2
NY,New York,Tompkins,1,5,2,2
NY,New York,Onondaga,2,35,0,1
NY,New York,Cortland,0,40,2,2
NY,New York,Livingston,2,112,0,1
NY,New York,Schuyler,0,101,2,2
NY,New York,Herkimer,2,32,0,1
NY,New York,Jefferson,0,24,2,2
NY,New York,Schenectady,1,40,2,2
NY,New York,Genesee,2,32,0,1
NY,New York,Monroe,1,85,1,0
OH,Ohio,Medina,0,30,2,2
OR,Oregon,Gilliam,0,84,2,2
PA,Pennsylvania,Cumberland,2,51,2,2
PA,Pennsylvania,Bucks,0,67,2,2
TX,Texas,Willacy,1,20,2,2
TX,Texas,El Paso,0,120,2,2
TX,Texas,Uvalde,2,26,0,1
TX,Texas,Hall,2,119,0,1
TX,Texas,Presidio,0,117,2,2
TX,Texas,Culberson,1,50,1,0
TX,Texas,Falls,0,6,2,2
UT,Utah,Garfield,1,40,2,2
UT,Utah,Grand,1,45,1,0
VA,Virginia,Lexington City,0,53,2,2
VA,Virginia,Sussex,1,22,1,0
VA,Virginia,Brunswick,0,58,2,1
VA,Virginia,Waynesboro City,1,43,1,0
VA,Virginia,Mecklenburg,0,102,2,2
VA,Virginia,Charlottesville City,2,113,0,1
VA,Virginia,Nottoway,1,17,2,2
VA,Virginia,Lynchburg City,2,89,0,1
VA,Virginia,Roanoke City,0,15,1,0
VA,Virginia,Tazewell,1,45,1,0
VA,Virginia,Hopewell City,1,43,1,0
VA,Virginia,Portsmouth City,0,107,2,2
VA,Virginia,Scott,1,46,2,2
VA,Virginia,Dickenson,1,114,2,2
VA,Virginia,Buckingham,1,45,1,0
VA,Virginia,Staunton City,0,87,2,2
VA,Virginia,Carroll,0,97,0,1
VA,Virginia,Patrick,2,16,0,1
VA,Virginia,Charlotte,2,112,0,1
VA,Virginia,Essex,0,34,2,1
VT,Vermont,Orange,1,115,1,0
WA,Washington,Island,0,4,2,2
WA,Washington,Benton,0,113,0,1
WA,Washington,Spokane,0,119,2,1
WA,Washington,Whatcom,2,120,2,2
WA,Washington,Clark,0,81,2,2
WA,Washington,Clallam,2,9,0,1
WI,Wisconsin,Clark,0,97,0,1
WI,Wisconsin,Washburn,1,45,1,0
WI,Wisconsin,Jackson,2,112,0,1
WI,Wisconsin,Bayfield,1,42,1,0
AL,Alabama,Baldwin,1,93,1,0
AR,Arkansas,Randolph,2,38,0,1
AR,Arkansas,Little River,2,32,0,1
AR,Arkansas,Yell,2,79,2,1
AR,Arkansas,Baxter,1,15,1,0
AR,Arkansas,Arkansas,2,16,0,1
AR,Arkansas,Fulton,1,15,1,0
AR,Arkansas,Conway,0,6,2,2
AR,Arkansas,Calhoun,2,105,2,2
AR,Arkansas,Carroll,0,70,2,2
AR,Arkansas,Logan,0,18,2,2
CA,California,Fresno,0,120,2,2
CA,California,Madera,1,99,2,2
CA,California,Modoc,0,84,2,2
CA,California,Imperial,0,73,0,1
CA,California,Mendocino,0,12,0,1
CA,California,Butte,1,56,2,0
CA,California,Lake,1,107,2,2
FL,Florida,Osceola,1,54,1,0
FL,Florida,Madison,1,111,1,2
FL,Florida,Hamilton,0,57,2,2
GA,Georgia,Webster,2,4,2,2
GA,Georgia,Screven,2,35,0,1
GA,Georgia,Clayton,0,96,2,2
GA,Georgia,Turner,1,111,2,2
GA,Georgia,Miller,0,70,2,2
GA,Georgia,Washington,0,37,2,2
GA,Georgia,Berrien,0,101,2,2
GA,Georgia,Tift,2,32,0,1
GA,Georgia,Thomas,0,48,2,2
GA,Georgia,Echols,2,103,0,1
GA,Georgia,Evans,2,73,0,1
GA,Georgia,Cook,1,42,1,0
GA,Georgia,Coffee,0,67,2,2
GA,Georgia,Upson,2,91,2,1
GA,Georgia,Wilkinson,1,68,1,0
GA,Georgia,Brooks,0,30,2,2
GA,Georgia,Jasper,1,44,1,0
GA,Georgia,Chattooga,2,32,0,1
GA,Georgia,Greene,1,62,2,0
GA,Georgia,Early,2,72,0,1
GA,Georgia,Meriwether,2,79,0,1
GA,Georgia,Lanier,2,14,2,1
IL,Illinois,Jackson,1,86,1,0
IN,Indiana,Starke,1,111,1,0
IN,Indiana,Marion,1,114,2,2
IN,Indiana,Vigo,2,105,0,2
IN,Indiana,Fulton,2,89,0,1
IN,Indiana,Parke,0,0,2,2
IN,Indiana,Grant,1,115,1,0
IN,Indiana,Lake,0,23,2,2
IN,Indiana,Switzerland,1,43,1,0
IN,Indiana,Madison,0,96,2,2
KY,Kentucky,McLean,1,99,1,2
KY,Kentucky,Larue,2,16,0,1
KY,Kentucky,Hickman,1,116,1,0
KY,Kentucky,Edmonson,0,105,2,2
KY,Kentucky,Allen,0,102,0,1
KY,Kentucky,Logan,1,108,1,0
KY,Kentucky,Carlisle,2,73,0,1
KY,Kentucky,Boyle,1,68,1,0
KY,Kentucky,Green,0,105,2,2
LA,Louisiana,Sabine,2,97,0,1
LA,Louisiana,Acadia,1,86,1,0
LA,Louisiana,St. Mary,0,61,1,0
LA,Louisiana,Ouachita,0,57,2,2
LA,Louisiana,Union,1,111,2,2
LA,Louisiana,Orleans,1,7,2,0
LA,Louisiana,West Carroll,0,117,2,2
LA,Louisiana,Claiborne,1,17,1,0
MA,Massachusetts,Plymouth,0,75,2,2
ME,Maine,Aroostook,2,98,0,1
MI,Michigan,Isabella,0,48,2,2
MO,Missouri,Crawford,1,86,1,0
MO,Missouri,Wayne,2,32,0,1
MO,Missouri,Douglas,0,18,2,2
MO,Missouri,Adair,2,104,0,1
MO,Missouri,Carter,0,53,2,2
MO,Missouri,Schuyler,1,118,2,2
MO,Missouri,Howell,0,2,2,2
MO,Missouri,Reynolds,1,49,1,0
MO,Missouri,New Madrid,2,69,0,1
MO,Missouri,Butler,2,31,0,2
MO,Missouri,Hickory,0,37,2,2
MS,Mississippi,Jasper,2,12,0,1
MS,Mississippi,Wayne,2,106,0,1
MS,Mississippi,Amite,0,18,2,2
MS,Mississippi,Chickasaw,1,75,2,2
MS,Mississippi,Pike,0,53,2,2
MS,Mississippi,Winston,0,118,2,2
NC,North Carolina,Bertie,1,99,2,2
NC,North Carolina,Edgecombe,2,113,0,1
NC,North Carolina,Sampson,0,37,2,2
NC,North Carolina,Watauga,0,27,2,1
NC,North Carolina,Columbus,2,103,0,1
NC,North Carolina,Anson,2,79,0,1
NC,North Carolina,Northampton,1,43,1,0
NC,North Carolina,Hertford,0,37,2,2
NC,North Carolina,Vance,2,32,0,1
NC,North Carolina,Halifax,1,44,1,0
NM,New Mexico,Socorro,1,111,1,2
NM,New Mexico,San Miguel,2,73,0,1
NV,Nevada,Mineral,0,95,2,2
OH,Ohio,Ashtabula,0,83,2,2
OH,Ohio,Coshocton,0,120,2,2
OH,Ohio,Washington,2,98,0,1
OH,Ohio,Perry,1,20,2,2
OH,Ohio,Holmes,0,81,2,2
OH,Ohio,Clark,1,43,1,0
OH,Ohio,Clinton,0,26,0,1
OH,Ohio,Belmont,0,107,2,2
OK,Oklahoma,Lincoln,0,58,2,2
OK,Oklahoma,Ellis,2,79,0,1
OK,Oklahoma,Custer,2,98,0,1
OK,Oklahoma,Stephens,0,100,2,2
OK,Oklahoma,Jackson,2,103,0,1
OK,Oklahoma,Garfield,2,21,0,1
OR,Oregon,Linn,1,0,2,2
OR,Oregon,Crook,1,22,1,0
OR,Oregon,Lincoln,1,71,1,0
OR,Oregon,Coos,0,27,2,1
PA,Pennsylvania,Clarion,1,40,2,2
SC,South Carolina,Union,1,40,1,2
SC,South Carolina,Abbeville,0,83,2,2
SC,South Carolina,Cherokee,0,78,2,1
SC,South Carolina,Spartanburg,1,49,1,0
SC,South Carolina,Laurens,0,2,2,2
SC,South Carolina,Chester,0,80,2,2
SD,South Dakota,Buffalo,2,89,2,1
VA,Virginia,Radford City,2,91,0,1
WA,Washington,Okanogan,1,49,1,0
AL,Alabama,Jackson,2,106,0,1
AL,Alabama,Crenshaw,2,72,0,1
AL,Alabama,Tallapoosa,1,53,2,2
AL,Alabama,Cherokee,2,72,0,2
AL,Alabama,Randolph,2,35,0,1
AL,Alabama,DeKalb,0,37,2,2
AL,Alabama,Cullman,1,20,1,0
AL,Alabama,Fayette,1,29,1,0
AL,Alabama,Barbour,0,101,2,2
AL,Alabama,Montgomery,2,9,0,1
AR,Arkansas,St. Francis,0,53,2,2
AR,Arkansas,Monroe,2,113,0,1
AR,Arkansas,Mississippi,2,90,2,2
AR,Arkansas,Lee,0,76,0,1
AR,Arkansas,Howard,1,45,1,0
AR,Arkansas,Bradley,2,73,0,1
GA,Georgia,Calhoun,0,53,2,2
KY,Kentucky,Perry,1,62,1,0
KY,Kentucky,Leslie,2,12,0,1
KY,Kentucky,Bath,1,6,2,2
KY,Kentucky,Pike,2,89,0,1
MS,Mississippi,Claiborne,2,21,0,1
MS,Mississippi,Jefferson,0,117,2,2
MS,Mississippi,Quitman,2,119,0,1
MS,Mississippi,Leflore,0,84,2,2
OH,Ohio,Scioto,0,30,2,2
OK,Oklahoma,Okfuskee,2,32,0,1
OK,Oklahoma,Le Flore,0,102,0,1
OK,Oklahoma,Hughes,0,100,2,2
OK,Oklahoma,Pontotoc,0,81,2,2
OK,Oklahoma,Pushmataha,2,75,2,2
OK,Oklahoma,McCurtain,0,37,2,2
SC,South Carolina,Allendale,0,18,2,2
SD,South Dakota,Shannon,2,48,2,2
TN,Tennessee,Morgan,2,119,0,1
TN,Tennessee,Rhea,0,117,2,2
TN,Tennessee,Coffee,0,120,2,2
TN,Tennessee,Greene,2,97,0,1
TN,Tennessee,Lincoln,0,0,2,2
TN,Tennessee,Sequatchie,1,96,2,2
TN,Tennessee,Sullivan,1,63,1,2
TN,Tennessee,Wayne,0,80,2,2
TN,Tennessee,McMinn,2,55,0,1
TN,Tennessee,Giles,2,69,0,1
TN,Tennessee,Hawkins,2,32,0,1
TN,Tennessee,Lewis,0,23,0,1
TN,Tennessee,Hamblen,0,84,2,2
TN,Tennessee,Gibson,0,23,2,1
TN,Tennessee,Lawrence,0,33,2,2
TN,Tennessee,Bledsoe,0,102,2,1
TN,Tennessee,Overton,0,0,2,2
TN,Tennessee,Unicoi,1,22,1,0
TN,Tennessee,Franklin,0,34,0,1
WV,West Virginia,Mineral,0,57,0,1
WV,West Virginia,Pendleton,0,4,2,2
WV,West Virginia,Ritchie,1,39,1,0
WV,West Virginia,Randolph,1,42,1,0
WV,West Virginia,Tucker,0,114,2,2
WV,West Virginia,Hampshire,0,40,2,2
WV,West Virginia,Kanawha,2,78,2,1
WV,West Virginia,Lewis,0,118,2,2
WV,West Virginia,Pocahontas,1,42,1,0
WV,West Virginia,Hardy,2,38,0,1
WV,West Virginia,Nicholas,1,92,1,0
WV,West Virginia,Wetzel,2,91,2,2
